*
* Umlaeufe
*
$BLOCK:ID;VehTypeID;DepotID
0;1;8206
1;1;8206
2;1;8206
3;1;8206
4;1;8206
5;1;8206
6;1;8206
7;1;8206
8;1;8206
9;1;8206
10;1;8206
11;1;8206
12;1;8206
13;1;8206
14;1;8206
15;1;8206
16;1;8206
*
* FahrtZuUmlauf
*
$BLOCKELEMENT:BlockID;ServiceJourneyID;FromStopID;ToStopID;DepTime;ArrTime;ElementType;ServiceJourneyCode
0;131090;8206;8198;0:16:46:00;0:17:36:00;1;-
0;131090w;8198;8198;0:17:36:00;0:17:45:00;9;
0;327709;8198;8210;0:17:45:00;0:18:28:00;1;-
0;327709w;8210;8210;0:18:28:00;0:18:30:00;9;
0;327732;8210;8198;0:18:30:00;0:19:22:00;1;-
0;327732w;8198;8198;0:19:22:00;0:19:27:00;9;
0;327716;8198;8199;0:19:27:00;0:19:50:00;1;-
0;327716w;8199;8199;0:19:50:00;0:20:01:00;9;
0;327731;8199;8198;0:20:01:00;0:20:25:00;1;-
0;327731w;8198;8198;0:20:25:00;0:20:27:00;9;
0;327698;8198;8199;0:20:27:00;0:20:50:00;1;-
0;327698w;8199;8199;0:20:50:00;0:21:01:00;9;
0;327733;8199;8198;0:21:01:00;0:21:25:00;1;-
0;327733w;8198;8198;0:21:25:00;0:21:27:00;9;
0;327740;8198;8205;0:21:27:00;0:22:00:00;1;-
0;ZD327740;8205;8206;0:22:00:00;0:22:04:00;3;
1;VD196609;8206;8209;0:04:21:00;0:04:26:00;4;
1;196609;8209;8211;0:04:26:00;0:04:29:00;1;-
1;196609w;8211;8211;0:04:29:00;0:04:30:00;9;
1;196626;8211;8220;0:04:30:00;0:05:17:00;1;-
1;196626w;8220;8220;0:05:17:00;0:05:42:00;9;
1;196610;8220;8211;0:05:42:00;0:06:31:00;1;-
1;196610w;8211;8211;0:06:31:00;0:06:35:00;9;
1;LW;8211;8208;0:06:35:00;0:06:44:00;2;
1;LWw;8208;8208;0:06:44:00;0:06:46:00;9;
1;262189;8208;8195;0:06:46:00;0:06:58:00;1;-
1;L262189;8195;8208;0:06:58:00;0:07:05:00;2;
1;L262189w;8208;8208;0:07:05:00;0:07:06:00;9;
1;262190;8208;8195;0:07:06:00;0:07:18:00;1;-
1;L262190;8195;8216;0:07:18:00;0:07:22:00;2;
1;L262190w;8216;8216;0:07:22:00;0:07:30:00;9;
1;589827;8216;8209;0:07:30:00;0:07:44:00;1;-
1;L589827;8209;8210;0:07:44:00;0:07:49:00;2;
1;L589827w;8210;8210;0:07:49:00;0:07:53:00;9;
1;458753;8210;8221;0:07:53:00;0:08:11:00;1;-
1;ZD458753;8221;8206;0:08:11:00;0:08:12:00;3;
1;VD327683;8206;8210;0:08:49:00;0:09:00:00;4;
1;327683;8210;8198;0:09:00:00;0:09:49:00;1;-
1;327683w;8198;8198;0:09:49:00;0:10:03:00;9;
1;327688;8198;8199;0:10:03:00;0:10:30:00;1;-
1;327688w;8199;8199;0:10:30:00;0:10:51:00;9;
1;327686;8199;8198;0:10:51:00;0:11:19:00;1;-
1;327686w;8198;8198;0:11:19:00;0:11:33:00;9;
1;327695;8198;8210;0:11:33:00;0:12:18:00;1;-
1;ZD327695;8210;8206;0:12:18:00;0:12:29:00;3;
1;VD589830;8206;8209;0:13:08:00;0:13:13:00;4;
1;589830;8209;8217;0:13:13:00;0:13:31:00;1;-
1;ZD589830;8217;8206;0:13:31:00;0:13:37:00;3;
1;VD131080;8206;8206;0:19:46:00;0:19:46:00;4;
1;131080;8206;8198;0:19:46:00;0:20:36:00;1;-
1;131080w;8198;8198;0:20:36:00;0:20:51:00;9;
1;131099;8198;8206;0:20:51:00;0:21:41:00;1;-
1;ZD131099;8206;8206;0:21:41:00;0:21:41:00;3;
2;VD262179;8206;8211;0:04:39:00;0:04:45:00;4;
2;262179;8211;8196;0:04:45:00;0:05:32:00;1;-
2;262179w;8196;8196;0:05:32:00;0:05:42:00;9;
2;262150;8196;8211;0:05:42:00;0:06:33:00;1;-
2;196627;8211;8220;0:06:33:00;0:07:20:00;1;-
2;196627w;8220;8220;0:07:20:00;0:07:42:00;9;
2;196612;8220;8211;0:07:42:00;0:08:31:00;1;-
2;196612w;8211;8211;0:08:31:00;0:08:33:00;9;
2;196628;8211;8220;0:08:33:00;0:09:20:00;1;-
2;196628w;8220;8220;0:09:20:00;0:09:39:00;9;
2;196613;8220;8211;0:09:39:00;0:10:28:00;1;-
2;196613w;8211;8211;0:10:28:00;0:10:45:00;9;
2;262173;8211;8196;0:10:45:00;0:11:39:00;1;-
2;L262173;8196;8225;0:11:39:00;0:11:40:00;2;
2;L262173w;8225;8225;0:11:40:00;0:12:05:00;9;
2;791450;8225;8211;0:12:05:00;0:12:15:00;1;-
2;791450w;8211;8211;0:12:15:00;0:12:20:00;9;
2;791451;8211;8215;0:12:20:00;0:12:28:00;1;-
2;ZD791451;8215;8206;0:12:28:00;0:12:33:00;3;
2;VD524290;8206;8209;0:13:10:00;0:13:15:00;4;
2;524290;8209;8224;0:13:15:00;0:13:26:00;1;-
2;L524290;8224;8199;0:13:26:00;0:13:40:00;2;
2;L524290w;8199;8199;0:13:40:00;0:13:51:00;9;
2;327736;8199;8198;0:13:51:00;0:14:19:00;1;-
2;327736w;8198;8198;0:14:19:00;0:14:33:00;9;
2;327703;8198;8210;0:14:33:00;0:15:18:00;1;-
2;L327703;8210;8211;0:15:18:00;0:15:24:00;2;
2;L327703w;8211;8211;0:15:24:00;0:15:25:00;9;
2;262175;8211;8196;0:15:25:00;0:16:19:00;1;-
2;262175w;8196;8196;0:16:19:00;0:17:02:00;9;
2;262157;8196;8211;0:17:02:00;0:17:53:00;1;-
2;ZD262157;8211;8206;0:17:53:00;0:17:59:00;3;
3;VD327682;8206;8210;0:05:19:00;0:05:30:00;4;
3;327682;8210;8198;0:05:30:00;0:06:17:00;1;-
3;327682w;8198;8198;0:06:17:00;0:06:25:00;9;
3;327690;8198;8210;0:06:25:00;0:07:08:00;1;-
3;327690w;8210;8210;0:07:08:00;0:07:10:00;9;
3;327681;8210;8198;0:07:10:00;0:07:59:00;1;-
3;327681w;8198;8198;0:07:59:00;0:08:03:00;9;
3;327694;8198;8210;0:08:03:00;0:08:48:00;1;-
3;L327694;8210;8211;0:08:48:00;0:08:54:00;2;
3;L327694w;8211;8211;0:08:54:00;0:08:55:00;9;
3;791437;8211;8222;0:08:55:00;0:09:00:00;1;-
3;ZD791437;8222;8206;0:09:00:00;0:09:03:00;3;
3;VD791439;8206;8222;0:10:52:00;0:10:55:00;4;
3;791439;8222;8211;0:10:55:00;0:11:00:00;1;-
3;791439w;8211;8211;0:11:00:00;0:11:05:00;9;
3;262185;8211;8193;0:11:05:00;0:12:03:00;1;-
3;262185w;8193;8193;0:12:03:00;0:12:18:00;9;
3;262159;8193;8211;0:12:18:00;0:13:13:00;1;-
3;262159w;8211;8211;0:13:13:00;0:13:25:00;9;
3;791452;8211;8225;0:13:25:00;0:13:35:00;1;-
3;ZD791452;8225;8206;0:13:35:00;0:13:57:00;3;
4;VD327718;8206;8210;0:05:39:00;0:05:50:00;4;
4;327718;8210;8198;0:05:50:00;0:06:37:00;1;-
4;L327718;8198;8201;0:06:37:00;0:06:43:00;2;
4;720897;8201;8199;0:06:43:00;0:07:03:00;1;-
4;L720897;8199;8224;0:07:03:00;0:07:17:00;2;
4;L720897w;8224;8224;0:07:17:00;0:07:22:00;9;
4;524289;8224;8205;0:07:22:00;0:07:34:00;1;-
4;L524289;8205;8217;0:07:34:00;0:07:40:00;2;
4;L524289w;8217;8217;0:07:40:00;0:07:41:00;9;
4;589829;8217;8222;0:07:41:00;0:07:58:00;1;-
4;589829w;8222;8222;0:07:58:00;0:08:10:00;9;
4;791440;8222;8215;0:08:10:00;0:08:18:00;1;-
4;ZD791440;8215;8206;0:08:18:00;0:08:23:00;3;
4;VD791444;8206;8222;0:10:02:00;0:10:05:00;4;
4;791444;8222;8215;0:10:05:00;0:10:13:00;1;-
4;ZD791444;8215;8206;0:10:13:00;0:10:18:00;3;
4;VD458757;8206;8221;0:11:59:00;0:12:00:00;4;
4;458757;8221;8210;0:12:00:00;0:12:18:00;1;-
4;458757w;8210;8210;0:12:18:00;0:12:20:00;9;
4;458754;8210;8221;0:12:20:00;0:12:38:00;1;-
4;ZD458754;8221;8206;0:12:38:00;0:12:39:00;3;
4;VD655364;8206;8209;0:13:10:00;0:13:15:00;4;
4;655364;8209;8217;0:13:15:00;0:13:32:00;1;-
4;ZD655364;8217;8206;0:13:32:00;0:13:38:00;3;
4;VD791453;8206;8222;0:14:22:00;0:14:25:00;4;
4;791453;8222;8211;0:14:25:00;0:14:30:00;1;-
4;ZD791453;8211;8206;0:14:30:00;0:14:36:00;3;
4;VD262183;8206;8211;0:15:39:00;0:15:45:00;4;
4;262183;8211;8196;0:15:45:00;0:16:39:00;1;-
4;262183w;8196;8196;0:16:39:00;0:16:42:00;9;
4;262149;8196;8211;0:16:42:00;0:17:33:00;1;-
4;262149w;8211;8211;0:17:33:00;0:17:45:00;9;
4;262178;8211;8196;0:17:45:00;0:18:39:00;1;-
4;262178w;8196;8196;0:18:39:00;0:19:06:00;9;
4;262151;8196;8211;0:19:06:00;0:19:51:00;1;-
4;262151w;8211;8211;0:19:51:00;0:20:05:00;9;
4;262176;8211;8196;0:20:05:00;0:20:52:00;1;-
4;262176w;8196;8196;0:20:52:00;0:21:26:00;9;
4;262153;8196;8211;0:21:26:00;0:22:12:00;1;-
4;ZD262153;8211;8206;0:22:12:00;0:22:18:00;3;
5;VD131073;8206;8206;0:05:46:00;0:05:46:00;4;
5;131073;8206;8198;0:05:46:00;0:06:36:00;1;-
5;131073w;8198;8198;0:06:36:00;0:06:43:00;9;
5;327692;8198;8210;0:06:43:00;0:07:28:00;1;-
5;327692w;8210;8210;0:07:28:00;0:07:30:00;9;
5;327719;8210;8198;0:07:30:00;0:08:19:00;1;-
5;327719w;8198;8198;0:08:19:00;0:08:33:00;9;
5;327693;8198;8210;0:08:33:00;0:09:18:00;1;-
5;L327693;8210;8231;0:09:18:00;0:09:23:00;2;
5;L327693w;8231;8231;0:09:23:00;0:09:30:00;9;
5;791434;8231;8211;0:09:30:00;0:09:35:00;1;-
5;ZD791434;8211;8206;0:09:35:00;0:09:41:00;3;
5;VD791436;8206;8211;0:10:19:00;0:10:25:00;4;
5;791436;8211;8231;0:10:25:00;0:10:30:00;1;-
5;ZD791436;8231;8206;0:10:30:00;0:10:35:00;3;
5;VD262182;8206;8211;0:13:19:00;0:13:25:00;4;
5;262182;8211;8196;0:13:25:00;0:14:19:00;1;-
5;262182w;8196;8196;0:14:19:00;0:14:42:00;9;
5;262156;8196;8211;0:14:42:00;0:15:33:00;1;-
5;L262156;8211;8210;0:15:33:00;0:15:39:00;2;
5;L262156w;8210;8210;0:15:39:00;0:15:50:00;9;
5;327727;8210;8198;0:15:50:00;0:16:39:00;1;-
5;327727w;8198;8198;0:16:39:00;0:16:51:00;9;
5;131095;8198;8206;0:16:51:00;0:17:41:00;1;-
5;L131095;8206;8198;0:17:41:00;0:17:59:00;2;
5;L131095w;8198;8198;0:17:59:00;0:18:05:00;9;
5;327710;8198;8210;0:18:05:00;0:18:48:00;1;-
5;ZD327710;8210;8206;0:18:48:00;0:18:59:00;3;
6;VD327723;8206;8210;0:05:59:00;0:06:10:00;4;
6;327723;8210;8198;0:06:10:00;0:06:57:00;1;-
6;327723w;8198;8198;0:06:57:00;0:07:03:00;9;
6;327700;8198;8210;0:07:03:00;0:07:48:00;1;-
6;327700w;8210;8210;0:07:48:00;0:07:50:00;9;
6;327685;8210;8198;0:07:50:00;0:08:39:00;1;-
6;327685w;8198;8198;0:08:39:00;0:09:03:00;9;
6;327714;8198;8199;0:09:03:00;0:09:30:00;1;-
6;327714w;8199;8199;0:09:30:00;0:09:51:00;9;
6;327726;8199;8198;0:09:51:00;0:10:19:00;1;-
6;327726w;8198;8198;0:10:19:00;0:10:33:00;9;
6;327701;8198;8210;0:10:33:00;0:11:18:00;1;-
6;ZD327701;8210;8206;0:11:18:00;0:11:29:00;3;
6;VD655365;8206;8209;0:13:13:00;0:13:18:00;4;
6;655365;8209;8217;0:13:18:00;0:13:35:00;1;-
6;ZD655365;8217;8206;0:13:35:00;0:13:41:00;3;
6;VD131079;8206;8206;0:17:46:00;0:17:46:00;4;
6;131079;8206;8198;0:17:46:00;0:18:36:00;1;-
6;131079w;8198;8198;0:18:36:00;0:18:51:00;9;
6;131097;8198;8206;0:18:51:00;0:19:41:00;1;-
6;ZD131097;8206;8206;0:19:41:00;0:19:41:00;3;
7;VD262187;8206;8208;0:06:01:00;0:06:06:00;4;
7;262187;8208;8195;0:06:06:00;0:06:18:00;1;-
7;L262187;8195;8208;0:06:18:00;0:06:25:00;2;
7;L262187w;8208;8208;0:06:25:00;0:06:26:00;9;
7;262188;8208;8195;0:06:26:00;0:06:38:00;1;-
7;L262188;8195;8198;0:06:38:00;0:06:51:00;2;
7;131084;8198;8206;0:06:51:00;0:07:41:00;1;-
7;ZD131084;8206;8206;0:07:41:00;0:07:41:00;3;
7;VD655363;8206;8215;0:07:41:00;0:07:46:00;4;
7;655363;8215;8222;0:07:46:00;0:07:54:00;1;-
7;655363w;8222;8222;0:07:54:00;0:07:55:00;9;
7;791433;8222;8211;0:07:55:00;0:08:00:00;1;-
7;ZD791433;8211;8206;0:08:00:00;0:08:06:00;3;
7;VD791438;8206;8215;0:09:35:00;0:09:40:00;4;
7;791438;8215;8222;0:09:40:00;0:09:48:00;1;-
7;L791438;8222;8210;0:09:48:00;0:10:00:00;2;
7;327720;8210;8198;0:10:00:00;0:10:49:00;1;-
7;327720w;8198;8198;0:10:49:00;0:11:03:00;9;
7;327704;8198;8199;0:11:03:00;0:11:30:00;1;-
7;327704w;8199;8199;0:11:30:00;0:11:51:00;9;
7;327734;8199;8198;0:11:51:00;0:12:19:00;1;-
7;327734w;8198;8198;0:12:19:00;0:12:33:00;9;
7;327697;8198;8210;0:12:33:00;0:13:18:00;1;-
7;L327697;8210;8206;0:13:18:00;0:13:29:00;2;
7;L327697w;8206;8206;0:13:29:00;0:13:46:00;9;
7;131077;8206;8198;0:13:46:00;0:14:36:00;1;-
7;131077w;8198;8198;0:14:36:00;0:14:48:00;9;
7;131093;8198;8206;0:14:48:00;0:15:38:00;1;-
7;L131093;8206;8198;0:15:38:00;0:15:56:00;2;
7;L131093w;8198;8198;0:15:56:00;0:16:03:00;9;
7;327708;8198;8210;0:16:03:00;0:16:48:00;1;-
7;327708w;8210;8210;0:16:48:00;0:16:50:00;9;
7;327730;8210;8198;0:16:50:00;0:17:37:00;1;-
7;327730w;8198;8198;0:17:37:00;0:17:51:00;9;
7;131096;8198;8206;0:17:51:00;0:18:41:00;1;-
7;ZD131096;8206;8206;0:18:41:00;0:18:41:00;3;
8;VD131081;8206;8206;0:06:16:00;0:06:16:00;4;
8;131081;8206;8198;0:06:16:00;0:07:06:00;1;-
8;131081w;8198;8198;0:07:06:00;0:07:21:00;9;
8;131100;8198;8206;0:07:21:00;0:08:11:00;1;-
8;131100w;8206;8206;0:08:11:00;0:08:16:00;9;
8;131082;8206;8198;0:08:16:00;0:09:06:00;1;-
8;131082w;8198;8198;0:09:06:00;0:09:33:00;9;
8;327706;8198;8210;0:09:33:00;0:10:18:00;1;-
8;L327706;8210;8211;0:10:18:00;0:10:24:00;2;
8;L327706w;8211;8211;0:10:24:00;0:10:30:00;9;
8;196629;8211;8220;0:10:30:00;0:11:17:00;1;-
8;196629w;8220;8220;0:11:17:00;0:11:39:00;9;
8;196614;8220;8211;0:11:39:00;0:12:28:00;1;-
8;196614w;8211;8211;0:12:28:00;0:12:30:00;9;
8;196630;8211;8220;0:12:30:00;0:13:17:00;1;-
8;196630w;8220;8220;0:13:17:00;0:13:42:00;9;
8;196615;8220;8211;0:13:42:00;0:14:31:00;1;-
8;ZD196615;8211;8206;0:14:31:00;0:14:37:00;3;
8;VD589835;8206;8222;0:15:12:00;0:15:15:00;4;
8;589835;8222;8217;0:15:15:00;0:15:27:00;1;-
8;ZD589835;8217;8206;0:15:27:00;0:15:33:00;3;
8;VD791454;8206;8211;0:15:39:00;0:15:45:00;4;
8;791454;8211;8222;0:15:45:00;0:15:50:00;1;-
8;ZD791454;8222;8206;0:15:50:00;0:15:53:00;3;
8;VD262195;8206;8211;0:16:09:00;0:16:15:00;4;
8;262195;8211;8195;0:16:15:00;0:16:38:00;1;-
8;262195w;8195;8195;0:16:38:00;0:16:41:00;9;
8;262163;8195;8211;0:16:41:00;0:17:03:00;1;-
8;ZD262163;8211;8206;0:17:03:00;0:17:09:00;3;
9;VD262180;8206;8211;0:06:39:00;0:06:45:00;4;
9;262180;8211;8196;0:06:45:00;0:07:39:00;1;-
9;262180w;8196;8196;0:07:39:00;0:07:42:00;9;
9;262152;8196;8211;0:07:42:00;0:08:33:00;1;-
9;262152w;8211;8211;0:08:33:00;0:08:45:00;9;
9;262181;8211;8196;0:08:45:00;0:09:39:00;1;-
9;262181w;8196;8196;0:09:39:00;0:10:02:00;9;
9;262155;8196;8211;0:10:02:00;0:10:53:00;1;-
9;L262155;8211;8210;0:10:53:00;0:10:59:00;2;
9;L262155w;8210;8210;0:10:59:00;0:11:00:00;9;
9;327729;8210;8198;0:11:00:00;0:11:49:00;1;-
9;327729w;8198;8198;0:11:49:00;0:12:03:00;9;
9;327715;8198;8199;0:12:03:00;0:12:30:00;1;-
9;327715w;8199;8199;0:12:30:00;0:12:51:00;9;
9;327738;8199;8198;0:12:51:00;0:13:19:00;1;-
9;327738w;8198;8198;0:13:19:00;0:13:33:00;9;
9;327707;8198;8210;0:13:33:00;0:14:18:00;1;-
9;ZD327707;8210;8206;0:14:18:00;0:14:29:00;3;
9;VD262164;8206;8195;0:15:48:00;0:16:01:00;4;
9;262164;8195;8211;0:16:01:00;0:16:23:00;1;-
9;262164w;8211;8211;0:16:23:00;0:16:33:00;9;
9;196632;8211;8220;0:16:33:00;0:17:20:00;1;-
9;196632w;8220;8220;0:17:20:00;0:17:39:00;9;
9;196617;8220;8211;0:17:39:00;0:18:28:00;1;-
9;196617w;8211;8211;0:18:28:00;0:18:30:00;9;
9;196633;8211;8220;0:18:30:00;0:19:17:00;1;-
9;196633w;8220;8220;0:19:17:00;0:19:39:00;9;
9;196618;8220;8211;0:19:39:00;0:20:28:00;1;-
9;ZD196618;8211;8206;0:20:28:00;0:20:34:00;3;
10;VD720898;8206;8211;0:06:56:00;0:07:02:00;4;
10;720898;8211;8235;0:07:02:00;0:07:32:00;1;-
10;ZD720898;8235;8206;0:07:32:00;0:07:55:00;3;
10;VD131076;8206;8206;0:11:46:00;0:11:46:00;4;
10;131076;8206;8198;0:11:46:00;0:12:36:00;1;-
10;L131076;8198;8211;0:12:36:00;0:12:57:00;2;
10;L131076w;8211;8211;0:12:57:00;0:13:05:00;9;
10;262174;8211;8196;0:13:05:00;0:13:59:00;1;-
10;L262174;8196;8193;0:13:59:00;0:14:03:00;2;
10;L262174w;8193;8193;0:14:03:00;0:14:18:00;9;
10;262158;8193;8211;0:14:18:00;0:15:13:00;1;-
10;L262158;8211;8199;0:15:13:00;0:15:21:00;2;
10;327739;8199;8198;0:15:21:00;0:15:49:00;1;-
10;327739w;8198;8198;0:15:49:00;0:15:51:00;9;
10;131094;8198;8206;0:15:51:00;0:16:41:00;1;-
10;L131094;8206;8211;0:16:41:00;0:16:47:00;2;
10;L131094w;8211;8211;0:16:47:00;0:16:55:00;9;
10;262197;8211;8195;0:16:55:00;0:17:18:00;1;-
10;262197w;8195;8195;0:17:18:00;0:17:21:00;9;
10;262167;8195;8211;0:17:21:00;0:17:43:00;1;-
10;262167w;8211;8211;0:17:43:00;0:17:55:00;9;
10;262200;8211;8195;0:17:55:00;0:18:18:00;1;-
10;262200w;8195;8195;0:18:18:00;0:18:21:00;9;
10;262169;8195;8211;0:18:21:00;0:18:43:00;1;-
10;ZD262169;8211;8206;0:18:43:00;0:18:49:00;3;
11;VD720899;8206;8211;0:06:57:00;0:07:03:00;4;
11;720899;8211;8199;0:07:03:00;0:07:18:00;1;-
11;ZD720899;8199;8206;0:07:18:00;0:07:28:00;3;
11;VD458755;8206;8209;0:07:53:00;0:07:58:00;4;
11;458755;8209;8221;0:07:58:00;0:08:16:00;1;-
11;ZD458755;8221;8206;0:08:16:00;0:08:17:00;3;
11;VD655366;8206;8209;0:13:14:00;0:13:19:00;4;
11;655366;8209;8217;0:13:19:00;0:13:36:00;1;-
11;ZD655366;8217;8206;0:13:36:00;0:13:42:00;3;
11;VD131078;8206;8206;0:15:46:00;0:15:46:00;4;
11;131078;8206;8198;0:15:46:00;0:16:36:00;1;-
11;131078w;8198;8198;0:16:36:00;0:16:45:00;9;
11;327705;8198;8210;0:16:45:00;0:17:28:00;1;-
11;327705w;8210;8210;0:17:28:00;0:17:30:00;9;
11;327728;8210;8198;0:17:30:00;0:18:17:00;1;-
11;327728w;8198;8198;0:18:17:00;0:18:25:00;9;
11;327711;8198;8210;0:18:25:00;0:19:08:00;1;-
11;327711w;8210;8210;0:19:08:00;0:19:10:00;9;
11;327741;8210;8205;0:19:10:00;0:19:19:00;1;-
11;ZD327741;8205;8206;0:19:19:00;0:19:23:00;3;
12;VD589825;8206;8217;0:07:04:00;0:07:10:00;4;
12;589825;8217;8209;0:07:10:00;0:07:24:00;1;-
12;ZD589825;8209;8206;0:07:24:00;0:07:29:00;3;
12;VD131075;8206;8206;0:09:46:00;0:09:46:00;4;
12;131075;8206;8198;0:09:46:00;0:10:36:00;1;-
12;131075w;8198;8198;0:10:36:00;0:10:48:00;9;
12;131086;8198;8206;0:10:48:00;0:11:38:00;1;-
12;L131086;8206;8196;0:11:38:00;0:12:00:00;2;
12;L131086w;8196;8196;0:12:00:00;0:12:02:00;9;
12;262148;8196;8211;0:12:02:00;0:12:53:00;1;-
12;L262148;8211;8210;0:12:53:00;0:12:59:00;2;
12;L262148w;8210;8210;0:12:59:00;0:13:00:00;9;
12;327684;8210;8198;0:13:00:00;0:13:49:00;1;-
12;327684w;8198;8198;0:13:49:00;0:14:03:00;9;
12;327689;8198;8199;0:14:03:00;0:14:30:00;1;-
12;327689w;8199;8199;0:14:30:00;0:14:51:00;9;
12;327687;8199;8198;0:14:51:00;0:15:19:00;1;-
12;L327687;8198;8220;0:15:19:00;0:15:40:00;2;
12;L327687w;8220;8220;0:15:40:00;0:15:42:00;9;
12;196616;8220;8211;0:15:42:00;0:16:31:00;1;-
12;196616w;8211;8211;0:16:31:00;0:16:35:00;9;
12;262196;8211;8195;0:16:35:00;0:16:58:00;1;-
12;262196w;8195;8195;0:16:58:00;0:17:01:00;9;
12;262165;8195;8211;0:17:01:00;0:17:23:00;1;-
12;ZD262165;8211;8206;0:17:23:00;0:17:29:00;3;
12;VD262199;8206;8211;0:17:29:00;0:17:35:00;4;
12;262199;8211;8195;0:17:35:00;0:17:58:00;1;-
12;262199w;8195;8195;0:17:58:00;0:18:01:00;9;
12;262168;8195;8211;0:18:01:00;0:18:23:00;1;-
12;ZD262168;8211;8206;0:18:23:00;0:18:29:00;3;
13;VD655361;8206;8217;0:07:07:00;0:07:13:00;4;
13;655361;8217;8209;0:07:13:00;0:07:31:00;1;-
13;655361w;8209;8209;0:07:31:00;0:07:32:00;9;
13;LW;8209;8217;0:07:32:00;0:07:39:00;2;
13;LWw;8217;8217;0:07:39:00;0:07:40:00;9;
13;589828;8217;8222;0:07:40:00;0:07:57:00;1;-
13;ZD589828;8222;8206;0:07:57:00;0:08:00:00;3;
13;VD589831;8206;8209;0:13:11:00;0:13:16:00;4;
13;589831;8209;8217;0:13:16:00;0:13:33:00;1;-
13;ZD589831;8217;8206;0:13:33:00;0:13:39:00;3;
13;VD458759;8206;8221;0:13:39:00;0:13:40:00;4;
13;458759;8221;8210;0:13:40:00;0:13:58:00;1;-
13;458759w;8210;8210;0:13:58:00;0:14:00:00;9;
13;327721;8210;8198;0:14:00:00;0:14:49:00;1;-
13;327721w;8198;8198;0:14:49:00;0:15:03:00;9;
13;327713;8198;8199;0:15:03:00;0:15:30:00;1;-
13;327713w;8199;8199;0:15:30:00;0:15:51:00;9;
13;327735;8199;8198;0:15:51:00;0:16:19:00;1;-
13;327735w;8198;8198;0:16:19:00;0:16:25:00;9;
13;327699;8198;8210;0:16:25:00;0:17:08:00;1;-
13;327699w;8210;8210;0:17:08:00;0:17:10:00;9;
13;327724;8210;8198;0:17:10:00;0:17:57:00;1;-
13;ZD327724;8198;8206;0:17:57:00;0:18:15:00;3;
14;VD655362;8206;8217;0:07:08:00;0:07:14:00;4;
14;655362;8217;8209;0:07:14:00;0:07:32:00;1;-
14;ZD655362;8209;8206;0:07:32:00;0:07:37:00;3;
14;VD791446;8206;8211;0:11:49:00;0:11:55:00;4;
14;791446;8211;8222;0:11:55:00;0:12:00:00;1;-
14;ZD791446;8222;8206;0:12:00:00;0:12:03:00;3;
14;VD458758;8206;8221;0:12:44:00;0:12:45:00;4;
14;458758;8221;8210;0:12:45:00;0:13:03:00;1;-
14;458758w;8210;8210;0:13:03:00;0:14:12:00;9;
14;LW;8210;8211;0:14:12:00;0:14:18:00;2;
14;LWw;8211;8211;0:14:18:00;0:14:33:00;9;
14;196631;8211;8220;0:14:33:00;0:15:20:00;1;-
14;L196631;8220;8195;0:15:20:00;0:15:34:00;2;
14;L196631w;8195;8195;0:15:34:00;0:15:41:00;9;
14;262160;8195;8211;0:15:41:00;0:16:03:00;1;-
14;L262160;8211;8195;0:16:03:00;0:16:20:00;2;
