*
* Umlaeufe
*
$BLOCK:ID;VehTypeID;DepotID
0;1;8206
1;1;8206
2;1;8206
3;1;8206
4;1;8206
5;1;8206
6;1;8206
7;1;8206
8;1;8206
9;1;8206
10;1;8206
11;1;8206
12;1;8206
13;1;8206
14;1;8206
15;1;8206
16;1;8206
*
* FahrtZuUmlauf
*
$BLOCKELEMENT:BlockID;ServiceJourneyID;FromStopID;ToStopID;DepTime;ArrTime;ElementType;ServiceJourneyCode
8;327689;8198;8199;0:14:03:00;0:14:30:00;1;-
8;L327689;8199;8198;0:14:30:00;0:14:45:00;2;
8;L327689w;8198;8198;0:14:45:00;0:14:48:00;9;
8;131093;8198;8206;0:14:48:00;0:15:38:00;1;-
8;L131093;8206;8211;0:15:38:00;0:15:44:00;2;
8;L131093w;8211;8211;0:15:44:00;0:15:45:00;9;
8;262183;8211;8196;0:15:45:00;0:16:39:00;1;-
8;262183w;8196;8196;0:16:39:00;0:17:02:00;9;
8;262157;8196;8211;0:17:02:00;0:17:53:00;1;-
8;ZD262157;8211;8206;0:17:53:00;0:17:59:00;3;
9;VD262180;8206;8211;0:06:39:00;0:06:45:00;4;
9;262180;8211;8196;0:06:45:00;0:07:39:00;1;-
9;262180w;8196;8196;0:07:39:00;0:07:42:00;9;
9;262152;8196;8211;0:07:42:00;0:08:33:00;1;-
9;196628;8211;8220;0:08:33:00;0:09:20:00;1;-
9;196628w;8220;8220;0:09:20:00;0:09:39:00;9;
9;196613;8220;8211;0:09:39:00;0:10:28:00;1;-
9;196613w;8211;8211;0:10:28:00;0:10:45:00;9;
9;262173;8211;8196;0:10:45:00;0:11:39:00;1;-
9;L262173;8196;8225;0:11:39:00;0:11:40:00;2;
9;L262173w;8225;8225;0:11:40:00;0:12:05:00;9;
9;791450;8225;8211;0:12:05:00;0:12:15:00;1;-
9;791450w;8211;8211;0:12:15:00;0:12:20:00;9;
9;791451;8211;8215;0:12:20:00;0:12:28:00;1;-
9;ZD791451;8215;8206;0:12:28:00;0:12:33:00;3;
9;VD655366;8206;8209;0:13:14:00;0:13:19:00;4;
9;655366;8209;8217;0:13:19:00;0:13:36:00;1;-
9;L655366;8217;8206;0:13:36:00;0:13:42:00;2;
9;L655366w;8206;8206;0:13:42:00;0:13:46:00;9;
9;131077;8206;8198;0:13:46:00;0:14:36:00;1;-
9;L131077;8198;8199;0:14:36:00;0:14:51:00;2;
9;327687;8199;8198;0:14:51:00;0:15:19:00;1;-
9;327687w;8198;8198;0:15:19:00;0:15:51:00;9;
9;131094;8198;8206;0:15:51:00;0:16:41:00;1;-
9;ZD131094;8206;8206;0:16:41:00;0:16:41:00;3;
10;VD262189;8206;8208;0:06:41:00;0:06:46:00;4;
10;262189;8208;8195;0:06:46:00;0:06:58:00;1;-
10;L262189;8195;8217;0:06:58:00;0:07:04:00;2;
10;L262189w;8217;8217;0:07:04:00;0:07:10:00;9;
10;589825;8217;8209;0:07:10:00;0:07:24:00;1;-
10;ZD589825;8209;8206;0:07:24:00;0:07:29:00;3;
10;VD655365;8206;8209;0:13:13:00;0:13:18:00;4;
10;655365;8209;8217;0:13:18:00;0:13:35:00;1;-
10;ZD655365;8217;8206;0:13:35:00;0:13:41:00;3;
10;VD262166;8206;8195;0:16:08:00;0:16:21:00;4;
10;262166;8195;8211;0:16:21:00;0:16:43:00;1;-
10;262166w;8211;8211;0:16:43:00;0:16:55:00;9;
10;262197;8211;8195;0:16:55:00;0:17:18:00;1;-
10;262197w;8195;8195;0:17:18:00;0:17:21:00;9;
10;262167;8195;8211;0:17:21:00;0:17:43:00;1;-
10;262167w;8211;8211;0:17:43:00;0:17:45:00;9;
10;262178;8211;8196;0:17:45:00;0:18:39:00;1;-
10;262178w;8196;8196;0:18:39:00;0:19:06:00;9;
10;262151;8196;8211;0:19:06:00;0:19:51:00;1;-
10;262151w;8211;8211;0:19:51:00;0:20:05:00;9;
10;262176;8211;8196;0:20:05:00;0:20:52:00;1;-
10;262176w;8196;8196;0:20:52:00;0:20:55:00;9;
10;LW;8196;8225;0:20:55:00;0:20:56:00;2;
10;LWw;8225;8225;0:20:56:00;0:21:06:00;9;
10;262201;8225;8194;0:21:06:00;0:21:20:00;1;-
10;196611;8194;8234;0:21:20:00;0:21:43:00;1;-
10;ZD196611;8234;8206;0:21:43:00;0:21:45:00;3;
11;VD720899;8206;8211;0:06:57:00;0:07:03:00;4;
11;720899;8211;8199;0:07:03:00;0:07:18:00;1;-
11;ZD720899;8199;8206;0:07:18:00;0:07:28:00;3;
11;VD131074;8206;8206;0:07:46:00;0:07:46:00;4;
11;131074;8206;8198;0:07:46:00;0:08:36:00;1;-
11;131074w;8198;8198;0:08:36:00;0:09:03:00;9;
11;327714;8198;8199;0:09:03:00;0:09:30:00;1;-
11;327714w;8199;8199;0:09:30:00;0:09:51:00;9;
11;327726;8199;8198;0:09:51:00;0:10:19:00;1;-
11;327726w;8198;8198;0:10:19:00;0:10:33:00;9;
11;327701;8198;8210;0:10:33:00;0:11:18:00;1;-
11;ZD327701;8210;8206;0:11:18:00;0:11:29:00;3;
11;VD458757;8206;8221;0:11:59:00;0:12:00:00;4;
11;458757;8221;8210;0:12:00:00;0:12:18:00;1;-
11;L458757;8210;8211;0:12:18:00;0:12:24:00;2;
11;L458757w;8211;8211;0:12:24:00;0:12:30:00;9;
11;196630;8211;8220;0:12:30:00;0:13:17:00;1;-
11;196630w;8220;8220;0:13:17:00;0:13:42:00;9;
11;196615;8220;8211;0:13:42:00;0:14:31:00;1;-
11;ZD196615;8211;8206;0:14:31:00;0:14:37:00;3;
12;VD262190;8206;8208;0:07:01:00;0:07:06:00;4;
12;262190;8208;8195;0:07:06:00;0:07:18:00;1;-
12;L262190;8195;8216;0:07:18:00;0:07:22:00;2;
12;L262190w;8216;8216;0:07:22:00;0:07:30:00;9;
12;589827;8216;8209;0:07:30:00;0:07:44:00;1;-
12;L589827;8209;8222;0:07:44:00;0:07:50:00;2;
12;L589827w;8222;8222;0:07:50:00;0:07:55:00;9;
12;791433;8222;8211;0:07:55:00;0:08:00:00;1;-
12;L791433;8211;8222;0:08:00:00;0:08:06:00;2;
12;L791433w;8222;8222;0:08:06:00;0:08:10:00;9;
12;791440;8222;8215;0:08:10:00;0:08:18:00;1;-
12;ZD791440;8215;8206;0:08:18:00;0:08:23:00;3;
12;VD791452;8206;8211;0:13:19:00;0:13:25:00;4;
12;791452;8211;8225;0:13:25:00;0:13:35:00;1;-
12;ZD791452;8225;8206;0:13:35:00;0:13:57:00;3;
12;VD262164;8206;8195;0:15:48:00;0:16:01:00;4;
12;262164;8195;8211;0:16:01:00;0:16:23:00;1;-
12;262164w;8211;8211;0:16:23:00;0:16:33:00;9;
12;196632;8211;8220;0:16:33:00;0:17:20:00;1;-
12;196632w;8220;8220;0:17:20:00;0:17:39:00;9;
12;196617;8220;8211;0:17:39:00;0:18:28:00;1;-
12;196617w;8211;8211;0:18:28:00;0:18:30:00;9;
12;196633;8211;8220;0:18:30:00;0:19:17:00;1;-
12;196633w;8220;8220;0:19:17:00;0:19:39:00;9;
12;196618;8220;8211;0:19:39:00;0:20:28:00;1;-
12;ZD196618;8211;8206;0:20:28:00;0:20:34:00;3;
13;VD655361;8206;8217;0:07:07:00;0:07:13:00;4;
13;655361;8217;8209;0:07:13:00;0:07:31:00;1;-
13;ZD655361;8209;8206;0:07:31:00;0:07:36:00;3;
13;VD131075;8206;8206;0:09:46:00;0:09:46:00;4;
13;131075;8206;8198;0:09:46:00;0:10:36:00;1;-
