*
* Umlaeufe
*
$BLOCK:ID;VehTypeID;DepotID
6;41;441;296;0:17:21:00;0:17:53:00;1;
6;41w;296;296;0:17:53:00;0:18:02:00;9;
6;42;296;441;0:18:02:00;0:18:34:00;1;
6;42w;441;441;0:18:34:00;0:18:50:00;9;
6;400;441;271;0:18:50:00;0:19:24:00;1;
6;400w;271;271;0:19:24:00;0:19:27:00;9;
6;401;271;213;0:19:27:00;0:20:02:00;1;
6;ZD401;213;1;0:20:02:00;0:20:12:00;3;
7;VD67;1;296;0:05:17:00;0:05:32:00;4;
7;67;296;441;0:05:32:00;0:06:04:00;1;
7;67w;441;441;0:06:04:00;0:06:21:00;9;
7;68;441;296;0:06:21:00;0:06:53:00;1;
7;68w;296;296;0:06:53:00;0:07:02:00;9;
7;69;296;441;0:07:02:00;0:07:34:00;1;
7;69w;441;441;0:07:34:00;0:07:50:00;9;
7;453;441;271;0:07:50:00;0:08:24:00;1;
7;453w;271;271;0:08:24:00;0:08:27:00;9;
7;454;271;213;0:08:27:00;0:09:02:00;1;
7;ZD454;213;1;0:09:02:00;0:09:12:00;3;
7;VD319;1;253;0:11:59:00;0:12:04:00;4;
7;319;253;297;0:12:04:00;0:12:38:00;1;
7;L319;297;292;0:12:38:00;0:12:41:00;2;
7;L319w;292;292;0:12:41:00;0:12:45:00;9;
7;95;292;300;0:12:45:00;0:13:31:00;1;
7;95w;300;300;0:13:31:00;0:13:32:00;9;
7;96;300;292;0:13:32:00;0:14:40:00;1;
7;L96;292;297;0:14:40:00;0:14:44:00;2;
7;L96w;297;297;0:14:44:00;0:14:49:00;9;
7;342;297;253;0:14:49:00;0:15:22:00;1;
7;ZD342;253;1;0:15:22:00;0:15:27:00;3;
7;VD180;1;441;0:15:34:00;0:15:50:00;4;
7;180;441;271;0:15:50:00;0:16:24:00;1;
7;ZD180;271;1;0:16:24:00;0:16:41:00;3;
7;VD464;1;271;0:16:49:00;0:17:06:00;4;
7;464;271;441;0:17:06:00;0:17:38:00;1;
7;ZD464;441;1;0:17:38:00;0:17:54:00;3;
7;VD84;1;441;0:18:05:00;0:18:21:00;4;
7;84;441;296;0:18:21:00;0:18:53:00;1;
7;84w;296;296;0:18:53:00;0:19:02:00;9;
7;85;296;441;0:19:02:00;0:19:34:00;1;
7;85w;441;441;0:19:34:00;0:19:51:00;9;
7;86;441;296;0:19:51:00;0:20:23:00;1;
7;86w;296;296;0:20:23:00;0:20:32:00;9;
7;87;296;441;0:20:32:00;0:21:04:00;1;
7;L87;441;353;0:21:04:00;0:21:29:00;2;
7;L87w;353;353;0:21:29:00;0:21:34:00;9;
7;562;353;500;0:21:34:00;0:21:57:00;1;
7;ZD562;500;1;0:21:57:00;0:22:07:00;3;
7;VD553;1;500;1:00:05:00;1:00:15:00;4;
7;553;500;602;1:00:15:00;1:00:37:00;1;
7;553w;602;602;1:00:37:00;1:00:38:00;9;
7;554;602;500;1:00:38:00;1:01:13:00;1;
7;L554;500;297;1:01:13:00;1:01:32:00;2;
7;L554w;297;297;1:01:32:00;1:01:48:00;9;
7;522;297;500;1:01:48:00;1:02:13:00;1;
7;522w;500;500;1:02:13:00;1:02:15:00;9;
7;557;500;578;1:02:15:00;1:02:33:00;1;
7;557w;578;578;1:02:33:00;1:02:50:00;9;
7;558;578;500;1:02:50:00;1:03:12:00;1;
7;558w;500;500;1:03:12:00;1:03:15:00;9;
7;586;500;110;1:03:15:00;1:03:28:00;1;
7;L586;110;500;1:03:28:00;1:03:39:00;2;
7;L586w;500;500;1:03:39:00;1:03:45:00;9;
7;625;500;253;1:03:45:00;1:03:54:00;1;
7;ZD625;253;1;1:03:54:00;1:03:59:00;3;
8;VD88;1;300;0:05:19:00;0:05:32:00;4;
8;88;300;292;0:05:32:00;0:06:40:00;1;
8;L88;292;297;0:06:40:00;0:06:44:00;2;
8;L88w;297;297;0:06:44:00;0:06:49:00;9;
8;312;297;253;0:06:49:00;0:07:22:00;1;
8;L312;253;461;0:07:22:00;0:07:54:00;2;
8;L312w;461;461;0:07:54:00;0:07:55:00;9;
8;438;461;500;0:07:55:00;0:08:25:00;1;
8;ZD438;500;1;0:08:25:00;0:08:35:00;3;
8;VD317;1;253;0:10:29:00;0:10:34:00;4;
8;317;253;297;0:10:34:00;0:11:08:00;1;
8;317w;297;297;0:11:08:00;0:11:19:00;9;
8;318;297;253;0:11:19:00;0:11:52:00;1;
8;ZD318;253;1;0:11:52:00;0:11:57:00;3;
8;VD303;1;586;0:12:28:00;0:12:38:00;4;
8;303;586;364;0:12:38:00;0:13:23:00;1;
